Source,Target,Type,weight
56,25448,Undirected,1
56,27024,Undirected,1
56,28069,Undirected,1
56,29358,Undirected,1
56,29388,Undirected,1
56,29961,Undirected,1
56,30057,Undirected,1
56,30737,Undirected,1
56,31552,Undirected,1
56,31788,Undirected,1
56,31820,Undirected,1
56,32406,Undirected,1
56,32450,Undirected,1
56,33016,Undirected,1
56,34370,Undirected,1
56,34807,Undirected,1
56,34820,Undirected,1
56,36040,Undirected,1
56,37929,Undirected,1
56,38382,Undirected,1
56,39088,Undirected,1
56,39807,Undirected,1
57,2064,Undirected,1
57,14831,Undirected,1
58,14831,Undirected,1
59,9762,Undirected,1
59,27068,Undirected,1
60,247,Undirected,1
60,1247,Undirected,1
60,2153,Undirected,1
60,2585,Undirected,1
60,3913,Undirected,1
60,4121,Undirected,1
60,5011,Undirected,1
60,8441,Undirected,1
60,8962,Undirected,1
60,9662,Undirected,1
60,10684,Undirected,1
60,13734,Undirected,1
60,17317,Undirected,1
60,23562,Undirected,1
60,24365,Undirected,1
60,25076,Undirected,1
60,26853,Undirected,1
60,31190,Undirected,1
60,33190,Undirected,1
60,38017,Undirected,1
60,38326,Undirected,1
60,38523,Undirected,1
61,21680,Undirected,1
61,33718,Undirected,1
62,8087,Undirected,1
63,17414,Undirected,1
64,28387,Undirected,1
65,31733,Undirected,1
65,33718,Undirected,1
66,30981,Undirected,1
66,33718,Undirected,1
67,26409,Undirected,1
68,26639,Undirected,1
69,15471,Undirected,1
69,32939,Undirected,1
70,4431,Undirected,1
70,28854,Undirected,1
71,2064,Undirected,1
72,18324,Undirected,1
72,22225,Undirected,1
72,30190,Undirected,1
73,14112,Undirected,1
73,20689,Undirected,1
74,11871,Undirected,1
75,22577,Undirected,1
75,26870,Undirected,1
76,39490,Undirected,1
77,2947,Undirected,1
77,8964,Undirected,1
77,10160,Undirected,1
77,10316,Undirected,1
77,25248,Undirected,1
77,26754,Undirected,1
77,30425,Undirected,1
78,532,Undirected,1
78,535,Undirected,1
78,770,Undirected,1
78,1046,Undirected,1
78,1131,Undirected,1
78,1145,Undirected,1
78,1425,Undirected,1
78,1595,Undirected,1
78,1632,Undirected,1
78,1762,Undirected,1
78,2258,Undirected,1
78,2536,Undirected,1
78,2833,Undirected,1
78,3141,Undirected,1
78,3383,Undirected,1
78,3385,Undirected,1
78,4515,Undirected,1
78,4646,Undirected,1
78,5333,Undirected,1
78,5342,Undirected,1
78,5889,Undirected,1
78,5996,Undirected,1
78,6063,Undirected,1
78,6264,Undirected,1
78,6752,Undirected,1
78,6755,Undirected,1
78,6790,Undirected,1
78,6872,Undirected,1
78,7040,Undirected,1
78,7128,Undirected,1
78,7247,Undirected,1
78,7263,Undirected,1
78,7296,Undirected,1
78,7524,Undirected,1
78,8011,Undirected,1
78,8070,Undirected,1
78,8527,Undirected,1
78,11120,Undirected,1
78,11370,Undirected,1
78,11580,Undirected,1
78,12046,Undirected,1
78,12106,Undirected,1
78,12210,Undirected,1
78,12230,Undirected,1
78,12377,Undirected,1
78,12989,Undirected,1
78,13773,Undirected,1
78,14096,Undirected,1
78,15190,Undirected,1
78,15680,Undirected,1
78,15845,Undirected,1
78,16251,Undirected,1
78,16741,Undirected,1
78,16897,Undirected,1
78,16923,Undirected,1
78,17132,Undirected,1
78,17818,Undirected,1
78,18357,Undirected,1
78,18557,Undirected,1
78,19413,Undirected,1
78,19512,Undirected,1
78,19558,Undirected,1
78,20085,Undirected,1
78,20166,Undirected,1
78,20689,Undirected,1
78,21695,Undirected,1
78,21853,Undirected,1
78,22062,Undirected,1
78,22260,Undirected,1
78,22356,Undirected,1
78,22749,Undirected,1
78,23035,Undirected,1
78,23096,Undirected,1
78,23882,Undirected,1
78,24170,Undirected,1
78,24240,Undirected,1
78,24710,Undirected,1
78,25004,Undirected,1
78,25752,Undirected,1
78,25898,Undirected,1
78,26115,Undirected,1
78,26165,Undirected,1
78,26400,Undirected,1
78,26585,Undirected,1
78,26871,Undirected,1
78,27867,Undirected,1
78,27870,Undirected,1
78,28238,Undirected,1
78,28519,Undirected,1
78,28528,Undirected,1
78,28853,Undirected,1
78,29222,Undirected,1
78,30151,Undirected,1
78,30892,Undirected,1
78,30974,Undirected,1
78,30981,Undirected,1
78,31874,Undirected,1
78,31998,Undirected,1
78,32657,Undirected,1
78,32779,Undirected,1
78,33264,Undirected,1
78,33832,Undirected,1
78,33922,Undirected,1
78,34472,Undirected,1
78,35362,Undirected,1
78,35709,Undirected,1
78,35973,Undirected,1
78,36286,Undirected,1
78,36468,Undirected,1
78,36533,Undirected,1
78,36653,Undirected,1
78,36722,Undirected,1
78,37253,Undirected,1
78,38224,Undirected,1
78,38461,Undirected,1
78,38597,Undirected,1
78,40075,Undirected,1
79,30294,Undirected,1
80,2161,Undirected,1
81,6553,Undirected,1
81,9128,Undirected,1
81,30742,Undirected,1
81,31879,Undirected,1
82,31760,Undirected,1
82,39377,Undirected,1
83,6491,Undirected,1
83,10431,Undirected,1
83,32954,Undirected,1
84,2064,Undirected,1
84,8027,Undirected,1
84,22640,Undirected,1
84,30423,Undirected,1
84,37504,Undirected,1
85,25645,Undirected,1
86,28078,Undirected,1
86,33880,Undirected,1
87,3384,Undirected,1
87,13773,Undirected,1
87,19767,Undirected,1
87,36670,Undirected,1
88,1853,Undirected,1
88,20689,Undirected,1
89,8440,Undirected,1
89,21713,Undirected,1
89,22710,Undirected,1
90,2064,Undirected,1
90,12230,Undirected,1
90,23808,Undirected,1
90,31463,Undirected,1
91,21680,Undirected,1
91,25645,Undirected,1
92,30216,Undirected,1
93,970,Undirected,1
94,36135,Undirected,1
95,16052,Undirected,1
95,25905,Undirected,1
96,1973,Undirected,1
96,2064,Undirected,1
96,5333,Undirected,1
96,6755,Undirected,1
96,11027,Undirected,1
96,19413,Undirected,1
96,25830,Undirected,1
96,26115,Undirected,1
96,33264,Undirected,1
96,35973,Undirected,1
97,1844,Undirected,1
97,37422,Undirected,1
97,38037,Undirected,1
98,3597,Undirected,1
99,2064,Undirected,1
100,8048,Undirected,1
100,32194,Undirected,1
101,22640,Undirected,1
101,27719,Undirected,1
102,14831,Undirected,1
102,22640,Undirected,1
103,8440,Undirected,1
103,14568,Undirected,1
103,20689,Undirected,1
103,25935,Undirected,1
103,39367,Undirected,1
104,12300,Undirected,1
104,35541,Undirected,1
105,2064,Undirected,1
105,8440,Undirected,1
105,12840,Undirected,1
106,6900,Undirected,1
106,20624,Undirected,1
107,6619,Undirected,1
107,12826,Undirected,1
107,29072,Undirected,1
108,20486,Undirected,1
108,30839,Undirected,1
109,37440,Undirected,1
110,22285,Undirected,1
111,10684,Undirected,1
111,13300,Undirected,1
111,33190,Undirected,1
112,8358,Undirected,1
112,19719,Undirected,1
112,25931,Undirected,1
112,26886,Undirected,1
113,8652,Undirected,1
113,34005,Undirected,1
113,35132,Undirected,1
114,11135,Undirected,1
114,15698,Undirected,1
115,12443,Undirected,1
116,21680,Undirected,1
116,31733,Undirected,1
116,39464,Undirected,1
117,2064,Undirected,1
117,24272,Undirected,1
117,26815,Undirected,1
118,2064,Undirected,1
118,8440,Undirected,1
119,13605,Undirected,1
120,13406,Undirected,1
121,8440,Undirected,1
122,15243,Undirected,1
123,4923,Undirected,1
124,11889,Undirected,1
124,24251,Undirected,1
125,535,Undirected,1
125,2444,Undirected,1
125,7216,Undirected,1
125,11114,Undirected,1
125,12230,Undirected,1
125,16251,Undirected,1
125,25928,Undirected,1
125,29375,Undirected,1
125,31135,Undirected,1
125,39784,Undirected,1
126,15152,Undirected,1
127,2161,Undirected,1
128,33005,Undirected,1
129,22640,Undirected,1
129,35637,Undirected,1
130,5339,Undirected,1
130,13087,Undirected,1
131,20793,Undirected,1
131,23455,Undirected,1
132,4923,Undirected,1
132,15471,Undirected,1
133,19061,Undirected,1
133,26089,Undirected,1
134,5974,Undirected,1
134,6755,Undirected,1
134,18324,Undirected,1
134,30122,Undirected,1
134,39758,Undirected,1
135,11878,Undirected,1
135,17877,Undirected,1
136,13836,Undirected,1
136,31845,Undirected,1
136,35973,Undirected,1
136,37349,Undirected,1
137,28314,Undirected,1
138,11530,Undirected,1
139,8505,Undirected,1
140,39358,Undirected,1
141,8440,Undirected,1
141,11640,Undirected,1
141,20689,Undirected,1
141,21799,Undirected,1
142,10329,Undirected,1
143,25645,Undirected,1
143,37729,Undirected,1
144,17583,Undirected,1
145,11148,Undirected,1
146,13475,Undirected,1
146,37857,Undirected,1
147,3431,Undirected,1
147,30227,Undirected,1
148,742,Undirected,1
148,6788,Undirected,1
148,10684,Undirected,1
148,18880,Undirected,1
149,11878,Undirected,1
150,4509,Undirected,1
151,6697,Undirected,1
151,18982,Undirected,1
151,26648,Undirected,1
152,31552,Undirected,1
153,10855,Undirected,1
153,23510,Undirected,1
154,1800,Undirected,1
154,7896,Undirected,1
154,15271,Undirected,1
154,17037,Undirected,1
154,18397,Undirected,1
154,19133,Undirected,1
154,31377,Undirected,1
155,4169,Undirected,1
155,17928,Undirected,1
156,1320,Undirected,1
156,26409,Undirected,1
157,22640,Undirected,1
157,31733,Undirected,1
158,22677,Undirected,1
159,32855,Undirected,1
160,2000,Undirected,1
160,10855,Undirected,1
160,24439,Undirected,1
161,37359,Undirected,1
162,1320,Undirected,1
162,26409,Undirected,1
163,1800,Undirected,1
163,5915,Undirected,1
164,3431,Undirected,1
164,20689,Undirected,1
165,3431,Undirected,1
165,8440,Undirected,1
166,23858,Undirected,1
167,15240,Undirected,1
167,31733,Undirected,1
167,38593,Undirected,1
168,30742,Undirected,1
169,18152,Undirected,1
170,2215,Undirected,1
170,38801,Undirected,1
171,13107,Undirected,1
172,32118,Undirected,1
172,36833,Undirected,1
173,8440,Undirected,1
173,12857,Undirected,1
173,17106,Undirected,1
173,31733,Undirected,1
174,2614,Undirected,1
174,18730,Undirected,1
175,12230,Undirected,1
175,20689,Undirected,1
175,21680,Undirected,1
175,26089,Undirected,1
176,30981,Undirected,1
176,37554,Undirected,1
177,18341,Undirected,1
178,30981,Undirected,1
178,31733,Undirected,1
179,14940,Undirected,1
179,17133,Undirected,1
179,20032,Undirected,1
179,21680,Undirected,1
179,21993,Undirected,1
179,22610,Undirected,1
179,39465,Undirected,1
180,12745,Undirected,1
180,13512,Undirected,1
180,23608,Undirected,1
180,39465,Undirected,1
181,35103,Undirected,1
182,31733,Undirected,1
182,37205,Undirected,1
183,10147,Undirected,1
183,16657,Undirected,1
184,21680,Undirected,1
185,28169,Undirected,1
186,24368,Undirected,1
186,39606,Undirected,1
187,4923,Undirected,1
188,13625,Undirected,1
188,34633,Undirected,1
189,12010,Undirected,1
189,37597,Undirected,1
189,40001,Undirected,1
190,23538,Undirected,1
190,35150,Undirected,1
191,12230,Undirected,1
191,16265,Undirected,1
192,13560,Undirected,1
192,22640,Undirected,1
193,2064,Undirected,1
193,12230,Undirected,1
193,20559,Undirected,1
193,25645,Undirected,1
194,7133,Undirected,1
194,24524,Undirected,1
195,2064,Undirected,1
195,14831,Undirected,1
196,8440,Undirected,1
196,13957,Undirected,1
197,30574,Undirected,1
198,30216,Undirected,1
199,30260,Undirected,1
200,9409,Undirected,1
200,38814,Undirected,1
201,11748,Undirected,1
201,36220,Undirected,1
202,17132,Undirected,1
202,32657,Undirected,1
203,8358,Undirected,1
204,13773,Undirected,1
204,20689,Undirected,1
204,21680,Undirected,1
204,39464,Undirected,1
205,6181,Undirected,1
206,19795,Undirected,1
207,10641,Undirected,1
208,23608,Undirected,1
208,38413,Undirected,1
209,34683,Undirected,1
210,15058,Undirected,1
210,23194,Undirected,1
211,11890,Undirected,1
212,6755,Undirected,1
212,19849,Undirected,1
213,22577,Undirected,1
213,22940,Undirected,1
213,35973,Undirected,1
214,25764,Undirected,1
215,7133,Undirected,1
216,9370,Undirected,1
216,15714,Undirected,1
216,20468,Undirected,1
216,28299,Undirected,1
216,30457,Undirected,1
216,33805,Undirected,1
216,34083,Undirected,1
216,34538,Undirected,1
217,9191,Undirected,1
218,34469,Undirected,1
219,7658,Undirected,1
219,19767,Undirected,1
220,22640,Undirected,1
221,8440,Undirected,1
221,39465,Undirected,1
222,16479,Undirected,1
222,22640,Undirected,1
223,7205,Undirected,1
223,22302,Undirected,1
224,1482,Undirected,1
225,12348,Undirected,1
225,27900,Undirected,1
226,30742,Undirected,1
227,810,Undirected,1
227,1964,Undirected,1
227,2064,Undirected,1
227,2447,Undirected,1
227,4486,Undirected,1
227,5322,Undirected,1
227,8147,Undirected,1
227,8176,Undirected,1
227,8470,Undirected,1
227,10192,Undirected,1
227,11321,Undirected,1
227,11754,Undirected,1
227,12580,Undirected,1
227,12768,Undirected,1
227,13210,Undirected,1
227,17329,Undirected,1
227,18860,Undirected,1
227,18873,Undirected,1
227,18901,Undirected,1
227,18969,Undirected,1
227,20266,Undirected,1
227,20396,Undirected,1
227,20689,Undirected,1
227,22484,Undirected,1
227,23035,Undirected,1
227,23123,Undirected,1
227,24035,Undirected,1
227,24498,Undirected,1
227,27749,Undirected,1
227,27833,Undirected,1
227,30634,Undirected,1
227,30892,Undirected,1
227,31681,Undirected,1
227,33244,Undirected,1
227,33627,Undirected,1
227,33965,Undirected,1
227,34052,Undirected,1
227,34728,Undirected,1
227,34921,Undirected,1
227,35973,Undirected,1
227,36279,Undirected,1
227,36458,Undirected,1
227,36571,Undirected,1
227,36794,Undirected,1
227,37872,Undirected,1
227,38297,Undirected,1
227,38863,Undirected,1
228,4890,Undirected,1
228,8384,Undirected,1
228,15996,Undirected,1
228,21055,Undirected,1
228,24982,Undirected,1
229,30668,Undirected,1
230,2064,Undirected,1
230,3431,Undirected,1
231,8688,Undirected,1
232,9579,Undirected,1
232,13538,Undirected,1
232,23035,Undirected,1
232,32939,Undirected,1
232,37951,Undirected,1
233,10684,Undirected,1
233,23035,Undirected,1
233,24356,Undirected,1
233,39841,Undirected,1
234,366,Undirected,1
234,34425,Undirected,1
235,1162,Undirected,1
235,8297,Undirected,1
235,18896,Undirected,1
235,23035,Undirected,1
235,24381,Undirected,1
235,35797,Undirected,1
235,35973,Undirected,1
236,33258,Undirected,1
237,20486,Undirected,1
237,33005,Undirected,1
238,2064,Undirected,1
238,18766,Undirected,1
239,1295,Undirected,1
239,17779,Undirected,1
240,22640,Undirected,1
240,25121,Undirected,1
241,1152,Undirected,1
241,22677,Undirected,1
241,26883,Undirected,1
242,28066,Undirected,1
243,5333,Undirected,1
243,8440,Undirected,1
243,22062,Undirected,1
244,2064,Undirected,1
244,8440,Undirected,1
244,18374,Undirected,1
244,21970,Undirected,1
244,37335,Undirected,1
245,1853,Undirected,1
245,39261,Undirected,1
246,5646,Undirected,1
246,22102,Undirected,1
247,31606,Undirected,1
248,8076,Undirected,1
249,22640,Undirected,1
249,35637,Undirected,1
250,28674,Undirected,1
251,22640,Undirected,1
251,30117,Undirected,1
251,31558,Undirected,1
251,35973,Undirected,1
252,33524,Undirected,1
252,38413,Undirected,1
253,2064,Undirected,1
253,16172,Undirected,1
253,38037,Undirected,1
254,35472,Undirected,1
255,8440,Undirected,1
255,31649,Undirected,1
256,8440,Undirected,1
256,25451,Undirected,1
257,8008,Undirected,1
257,31733,Undirected,1
258,11878,Undirected,1
259,3431,Undirected,1
259,31452,Undirected,1
260,8008,Undirected,1
260,14831,Undirected,1
260,21680,Undirected,1
261,2064,Undirected,1
261,8440,Undirected,1
261,16991,Undirected,1
262,5437,Undirected,1
262,12018,Undirected,1
263,5863,Undirected,1
263,11457,Undirected,1
263,12231,Undirected,1
263,17888,Undirected,1
263,29774,Undirected,1
263,37942,Undirected,1
264,22640,Undirected,1
265,31733,Undirected,1
265,38025,Undirected,1
266,4890,Undirected,1
266,15996,Undirected,1
267,26443,Undirected,1
268,31607,Undirected,1
268,33922,Undirected,1
268,34438,Undirected,1
269,7023,Undirected,1
269,24251,Undirected,1
270,2342,Undirected,1
270,2920,Undirected,1
270,3011,Undirected,1
270,6346,Undirected,1
270,8297,Undirected,1
270,8440,Undirected,1
270,10197,Undirected,1
270,11303,Undirected,1
270,19571,Undirected,1
270,22272,Undirected,1
270,22459,Undirected,1
270,24597,Undirected,1
270,30739,Undirected,1
270,32964,Undirected,1
270,33092,Undirected,1
270,35763,Undirected,1
270,38247,Undirected,1
270,40078,Undirected,1
271,30448,Undirected,1
272,18419,Undirected,1
273,31452,Undirected,1
274,17373,Undirected,1
275,2215,Undirected,1
275,35797,Undirected,1
275,38413,Undirected,1
276,2064,Undirected,1
277,11878,Undirected,1
277,21853,Undirected,1
278,21680,Undirected,1
278,39464,Undirected,1
279,30444,Undirected,1
279,34172,Undirected,1
279,37440,Undirected,1
280,28724,Undirected,1
281,18433,Undirected,1
282,33874,Undirected,1
283,18324,Undirected,1
283,23500,Undirected,1
283,30190,Undirected,1
